0.49,0.1,0.78,0.86,0.29,0.29,0.22,0.49,0.4,0.76,0.05,0.23  ,  -0.8005,0.6995,-1.3005,0.1995,-0.3881,-0.5345  ,  419
0.16,0.54,1.0,0.58,0.14,0.59,0.01,0.15,0.19,0.84,0.24,0.17  ,  -3.0108,-2.7748,-3.5108,-2.788,-2.0108,-3.5108  ,  2439
0.44,0.35,0.58,0.31,0.29,0.38,0.06,0.17,0.25,0.52,0.28,0.16  ,  -3.1965,-3.355,-3.4171,-3.1531,-2.1965,-3.1705  ,  2560
0.73,0.86,0.94,0.96,0.97,0.87,0.7,0.83,0.9,0.91,0.26,0.27  ,  -4.3447,-5.8447,-5.8447,-5.8447,-5.8447,-5.8447  ,  3690
0.52,0.3,0.41,0.21,0.14,0.67,0.38,0.07,0.9,0.5,0.1,0.15  ,  -0.5712,-0.1363,0.4288,-0.2416,0.0029,-0.3004  ,  104
0.54,0.12,0.33,0.38,0.65,0.65,0.51,0.74,0.7,0.21,0.05,0.15  ,  -1.1569,0.3431,-0.1569,-0.8276,-0.8246,-0.5588  ,  851
0.96,0.87,0.73,0.76,0.92,0.79,0.8,0.88,1.0,0.72,0.04,0.07  ,  -2.3247,-1.9108,-1.3247,-1.8559,-1.9144,-2.8247  ,  1944
0.72,0.95,0.87,0.67,0.18,0.71,0.81,0.69,0.59,0.31,0.16,0.29  ,  -3.2834,-3.7834,-3.7834,-3.1407,-3.2433,-2.2834  ,  2615
0.57,0.21,0.48,0.81,0.57,0.53,0.46,0.25,0.1,0.85,0.23,0.03  ,  -4.3133,-3.8817,-3.6243,-3.9033,-3.3133,-2.8133  ,  3200
0.75,0.75,0.85,0.73,0.07,0.32,0.59,0.26,0.98,0.94,0.3,0.14  ,  -1.2792,-1.7792,-1.7792,-0.2792,-1.297,-1.7792  ,  986
0.37,0.95,0.31,0.98,0.68,0.9,0.23,0.24,0.28,0.98,0.02,0.25  ,  -3.1637,-3.6637,-3.6637,-3.6637,-2.1637,-3.6637  ,  2539
0.41,0.37,0.57,0.64,0.04,0.96,0.66,0.59,0.21,0.95,0.17,0.25  ,  -2.5734,-1.5734,-2.3884,-3.0734,-2.3056,-3.0734  ,  2133
0.46,0.29,0.81,0.36,0.21,0.7,0.84,0.57,0.02,0.18,0.09,0.07  ,  -2.187,-1.8133,-1.8856,-1.8346,-1.936,-1.187  ,  1834
0.91,0.95,0.79,0.86,0.94,0.98,0.86,0.98,0.88,0.94,0.09,0.2  ,  -2.325,-3.825,-3.825,-3.825,-3.825,-3.825  ,  2641
0.7,0.72,0.97,0.96,0.73,0.86,0.9,0.76,0.99,0.98,0.15,0.19  ,  -1.0569,-0.0569,-1.5569,-1.5569,-1.5569,-1.5569  ,  736
0.81,0.89,0.79,0.85,0.8,0.86,0.86,0.77,0.71,0.74,0.18,0.24  ,  -2.3516,-2.8516,-2.8516,-2.8516,-2.8516,-1.3516  ,  1965
0.39,0.75,0.64,0.36,0.28,0.53,0.58,0.26,0.32,0.03,0.09,0.21  ,  -0.5858,-0.6189,-0.3876,-0.4806,-0.3168,0.4142  ,  125
0.92,0.9,0.79,0.83,0.87,0.85,0.87,0.77,0.9,0.74,0.04,0.12  ,  -1.2903,-1.7903,-0.2903,-0.8335,0.2097,0.2097  ,  998
0.84,0.92,0.08,0.04,0.26,0.9,0.43,0.04,0.75,0.41,0.29,0.14  ,  -4.9012,-5.4012,-3.9012,-5.4012,-4.6325,-5.4012  ,  3489
0.04,0.42,0.89,0.65,0.98,0.78,0.65,0.83,0.41,0.57,0.19,0.07  ,  -0.8082,0.1918,-1.3082,-1.3082,-0.6445,-0.4936  ,  429
0.54,0.71,0.47,0.5,0.29,0.75,0.1,0.01,0.92,0.94,0.01,0.07  ,  -1.1112,-0.7879,-0.7588,-0.7876,-0.1112,-1.6112  ,  799
0.96,0.14,0.52,0.76,0.09,0.96,0.24,0.96,0.11,0.73,0.03,0.0  ,  -1.3945,-0.9542,-0.3945,-0.8705,-0.8789,-0.8717  ,  1108
0.85,0.46,0.74,0.25,0.72,0.81,0.73,0.99,0.51,0.81,0.11,0.04  ,  -2.137,-1.7552,-1.6811,-1.137,-2.637,-1.4939  ,  1793
0.43,0.5,0.33,0.38,0.42,0.13,0.91,0.57,0.35,0.52,0.14,0.14  ,  -0.6979,-0.2975,0.3021,-0.0782,-1.1979,-0.2744  ,  282
0.96,0.9,0.9,0.68,0.62,0.34,0.62,0.28,0.72,0.47,0.16,0.04  ,  -2.6947,-3.1947,-3.1947,-1.6947,-2.1287,-2.2802  ,  2221
0.84,0.18,0.9,0.51,0.17,0.49,0.72,0.97,0.3,0.23,0.18,0.28  ,  -1.5643,-2.0643,-2.0643,-1.2509,-2.0643,-0.5643  ,  1279
0.64,0.69,0.92,0.86,0.84,0.91,0.56,0.6,0.6,0.22,0.29,0.11  ,  -2.3812,-1.9907,-2.8812,-2.8812,-1.3812,-1.8695  ,  1988
0.84,0.83,0.73,0.75,0.98,0.96,0.88,0.89,0.95,0.81,0.12,0.09  ,  -2.5653,-2.2636,-1.5653,-3.0653,-2.3206,-3.0653  ,  2127
0.81,0.09,0.65,0.22,0.61,0.98,0.05,0.47,0.25,0.66,0.26,0.25  ,  -0.9452,-1.4452,-0.6825,-1.4452,0.0548,-0.6609  ,  602
0.97,0.42,0.1,0.98,0.24,0.68,0.08,0.89,0.57,0.1,0.1,0.03  ,  -1.757,-2.257,-2.257,-0.257,-0.257,-0.757  ,  1462
0.32,0.19,0.35,0.82,0.28,0.56,0.09,0.29,0.67,0.68,0.25,0.2  ,  -0.6818,0.3182,-1.1818,-0.2898,0.8182,-0.6375  ,  260
0.89,0.77,0.87,0.87,0.88,0.88,0.74,0.76,0.9,0.91,0.28,0.29  ,  0.266,-1.234,-1.234,-1.234,-1.234,-1.234  ,  331
0.92,0.85,0.96,0.91,0.87,0.92,0.96,0.87,0.77,0.79,0.11,0.14  ,  -2.798,-3.298,-3.298,-3.298,-3.298,-1.798  ,  2294
0.28,0.69,0.18,0.13,0.97,0.8,0.56,0.27,0.43,0.7,0.07,0.01  ,  -2.0649,-1.5214,-1.0649,-2.5649,-1.6267,-1.5451  ,  1733
0.59,0.2,0.1,0.26,0.32,0.25,0.83,0.21,0.76,0.93,0.19,0.11  ,  -1.9047,-1.5046,-0.9047,-0.9047,-2.4047,-2.4047  ,  1595
0.88,0.09,0.74,0.57,0.65,0.34,0.37,0.24,1.0,0.93,0.06,0.02  ,  -0.9387,-0.5197,-0.5167,-0.4918,0.0613,-1.4387  ,  594
0.68,0.35,0.23,0.35,0.14,0.44,0.35,0.11,0.17,0.79,0.18,0.04  ,  -0.645,-0.5008,0.355,0.855,-0.3253,-0.1333  ,  209
0.13,0.49,0.46,0.39,0.1,0.05,0.06,0.2,0.6,0.52,0.12,0.02  ,  -1.8495,-1.2697,-1.4887,-0.8495,-0.3495,-1.5376  ,  1546
0.06,0.01,0.58,0.18,0.55,0.82,0.74,0.74,0.77,0.77,0.01,0.09  ,  -1.3533,-0.3533,-0.9043,-1.0552,-1.0471,-1.0528  ,  1065
0.07,0.93,0.9,0.88,0.51,0.21,0.3,0.02,0.75,0.31,0.22,0.2  ,  -0.9748,-1.4748,-1.4748,-0.6359,0.0252,-0.7664  ,  638
0.12,0.26,0.5,0.98,0.51,0.43,0.22,0.61,0.22,0.39,0.13,0.09  ,  -8.8897,-7.8897,-9.3897,-8.66,-8.5211,-8.4734  ,  4942
0.07,0.27,0.38,0.56,0.09,0.17,0.58,0.72,0.84,0.3,0.13,0.08  ,  -3.62,-3.1395,-3.2919,-2.62,-3.3774,-3.4056  ,  2819
0.49,0.19,0.49,0.25,0.67,0.42,0.04,0.79,0.76,0.06,0.3,0.24  ,  -2.9883,-2.4532,-1.9883,-2.6896,-3.4883,-3.4883  ,  2424
0.96,0.77,0.96,0.98,0.74,0.9,0.8,0.78,0.84,0.87,0.15,0.27  ,  -3.3953,-4.8953,-4.8953,-4.8953,-4.8953,-4.8953  ,  3242
0.95,0.67,0.05,0.47,0.89,0.24,0.61,0.55,0.2,0.24,0.05,0.29  ,  -3.1871,-2.8293,-2.8977,-2.4564,-2.9346,-2.1871  ,  2554
0.81,0.66,0.36,0.07,0.83,0.98,0.68,0.45,0.53,0.73,0.18,0.11  ,  -5.525,-5.4375,-4.525,-6.025,-5.325,-5.2128  ,  3768
0.07,0.77,0.67,0.94,0.08,0.26,0.62,0.48,0.84,0.82,0.19,0.29  ,  -1.2819,-1.7819,-1.7819,-0.2819,-1.0465,-1.7819  ,  989
0.34,0.71,0.27,0.43,0.37,0.32,0.61,0.13,0.05,0.98,0.29,0.02  ,  -3.2659,-1.7659,-1.7659,-2.2659,-2.9234,-1.7659  ,  2604
0.94,0.07,0.82,0.44,0.27,0.93,0.49,0.82,0.48,0.35,0.21,0.2  ,  -3.4241,-3.9241,-3.9241,-3.9241,-3.9241,-2.4241  ,  2702
0.2,0.35,0.52,0.37,0.91,0.21,0.3,0.24,0.06,0.49,0.0,0.2  ,  -2.2527,-1.9399,-1.7776,-0.7527,-1.2527,-2.0506  ,  1887
0.68,0.54,0.86,1.0,0.57,0.48,0.15,0.46,0.57,0.26,0.24,0.29  ,  -2.7425,-2.3424,-3.2425,-1.7425,-1.7425,-2.0748  ,  2255
0.7,0.88,0.17,0.65,0.82,0.65,0.26,0.05,0.34,0.57,0.1,0.03  ,  -3.7043,-3.2766,-3.1377,-3.3717,-2.7043,-3.1743  ,  2868
0.85,0.87,0.85,0.94,0.9,0.86,0.93,0.83,0.94,0.87,0.15,0.3  ,  -0.6544,-2.1544,-2.1544,-2.1544,-2.1544,-2.1544  ,  1366
0.41,0.36,1.0,0.57,0.28,0.69,0.64,0.65,0.58,0.14,0.1,0.28  ,  -2.1601,-1.1601,-2.6601,-1.916,-1.9826,-0.6601  ,  1812
0.83,0.83,0.85,0.93,0.76,0.98,0.78,0.86,0.8,0.84,0.28,0.04  ,  -1.821,-3.321,-3.321,-3.321,-3.321,-3.321  ,  2310
0.94,0.97,0.99,0.92,0.86,0.75,0.78,0.95,0.94,0.85,0.24,0.28  ,  -0.8473,-2.3473,-2.3473,-2.3473,-2.3473,-2.3473  ,  1544
0.33,0.43,0.33,0.8,0.42,0.11,0.69,0.24,0.38,0.58,0.13,0.05  ,  -1.8428,-0.8428,-1.3869,-1.4511,-1.5963,-1.3911  ,  1540
0.68,0.72,0.03,0.77,0.06,0.33,0.04,0.22,0.07,0.28,0.12,0.08  ,  -0.9412,-0.7127,-0.5501,-0.4709,0.0588,-0.4631  ,  597
0.09,0.75,0.02,0.08,0.96,0.06,0.62,0.08,0.07,0.07,0.0,0.27  ,  -1.1278,-1.6278,-0.6878,0.3722,-0.3098,-0.1278  ,  818
0.46,0.73,0.92,0.08,0.7,0.21,0.23,0.07,0.66,0.46,0.09,0.23  ,  -2.8397,-2.892,-3.3397,-2.5338,-1.8397,-2.6514  ,  2323
0.22,0.34,0.52,0.36,0.5,0.24,0.65,0.87,0.64,0.32,0.3,0.2  ,  -1.4589,-0.4589,-1.4965,-1.4119,-1.9589,-1.5745  ,  1174
0.88,0.87,0.98,0.77,0.75,0.94,0.95,0.76,0.92,0.71,0.15,0.08  ,  -0.1657,-1.6657,-1.6657,-1.6657,-1.6657,-1.6657  ,  861
0.06,0.65,0.52,0.57,0.37,0.7,0.1,0.46,0.69,0.32,0.13,0.01  ,  -0.84,0.66,0.16,0.66,0.66,-0.4375  ,  470
0.72,0.96,0.74,0.88,0.72,0.87,0.99,0.98,0.75,0.74,0.06,0.11  ,  -2.033,-2.533,-1.668,-1.6536,-2.533,-1.033  ,  1706
0.47,0.16,0.76,0.48,0.42,0.11,0.66,0.23,0.44,0.95,0.2,0.0  ,  -1.5612,-1.1083,-1.3135,-0.5612,-1.2514,-0.8407  ,  1276
0.72,0.96,0.95,0.79,0.81,0.91,0.95,0.81,0.88,0.81,0.24,0.01  ,  -0.6386,0.3614,-1.1386,-1.1386,-1.1386,-1.1386  ,  200
0.45,0.07,0.95,0.43,0.94,0.58,0.01,0.99,0.1,0.65,0.08,0.24  ,  -3.9275,-2.9275,-4.4275,-4.4275,-4.4275,-3.8739  ,  2994
0.33,0.64,0.5,0.72,0.79,0.69,0.06,0.13,0.99,0.46,0.18,0.21  ,  -1.0332,-0.9526,-1.048,-1.0876,-0.0332,-1.5332  ,  708
0.59,0.02,0.69,0.79,0.34,0.48,0.77,0.57,0.41,0.47,0.24,0.11  ,  -3.4159,-3.0122,-3.1673,-1.9159,-3.9159,-2.4159  ,  2697
0.77,0.05,0.97,0.91,0.46,0.77,0.31,0.77,0.64,0.76,0.05,0.01  ,  -3.3122,-2.8629,-3.8122,-2.7888,-2.7684,-2.3122  ,  2633
0.76,0.89,0.72,0.8,0.91,0.96,0.81,0.95,0.95,0.84,0.18,0.05  ,  -3.79,-3.3314,-2.79,-4.29,-3.413,-4.29  ,  2917
0.57,0.14,0.2,0.59,0.71,0.7,0.75,0.61,0.76,0.95,0.18,0.23  ,  -1.4139,0.0861,-0.5854,-0.4139,0.0861,-1.9139  ,  1128
0.18,0.71,0.41,0.28,0.3,0.22,0.04,0.4,0.94,0.44,0.08,0.03  ,  -1.0417,-0.5138,-0.5654,-0.0417,0.4583,-1.5417  ,  718
0.82,0.72,0.99,0.86,0.91,0.85,0.78,0.91,0.71,0.81,0.1,0.11  ,  -2.5925,-1.0925,-3.0925,-3.0925,-3.0925,-1.5925  ,  2147
0.23,0.66,0.7,0.71,0.8,0.86,0.71,0.69,0.43,0.99,0.11,0.13  ,  -5.037,-4.3852,-4.5715,-4.6519,-4.037,-5.537  ,  3552
0.93,0.77,0.07,0.59,0.13,0.76,0.02,0.13,0.05,0.66,0.13,0.25  ,  -2.4768,-2.9768,-2.3335,-2.9768,-1.4768,-2.3686  ,  2061
0.97,0.61,0.01,0.22,0.76,0.96,0.56,0.75,0.33,0.6,0.22,0.26  ,  -1.8618,-2.3618,-0.8618,-2.3618,-2.3618,-1.7857  ,  1557
0.61,0.21,0.44,0.95,0.27,0.38,0.87,0.51,0.03,0.02,0.11,0.11  ,  -1.854,-1.5334,-2.354,-1.492,-1.6516,-0.854  ,  1550
0.42,0.18,0.41,0.22,0.13,0.4,0.56,0.97,0.82,0.87,0.26,0.25  ,  -1.1863,-0.6725,-0.1863,0.3137,-1.6863,-1.6863  ,  884
0.82,0.86,0.81,0.79,0.72,0.81,0.88,0.72,0.8,0.98,0.06,0.18  ,  -0.9404,-1.4404,0.0596,-0.4143,0.5596,-1.4404  ,  596
0.82,0.82,0.73,0.88,0.88,0.84,0.96,0.85,0.84,0.85,0.08,0.14  ,  -0.8113,0.1887,-1.3113,-0.3323,-1.3113,-0.3719  ,  433
0.37,0.65,0.96,0.38,0.95,0.39,0.54,0.68,0.86,0.89,0.14,0.03  ,  -4.7327,-4.1622,-5.2327,-5.2327,-3.7327,-4.4601  ,  3409
0.65,0.04,0.37,0.46,0.13,0.49,0.77,0.47,0.22,0.16,0.08,0.25  ,  -8.1325,-6.6325,-7.9532,-7.9229,-7.8305,-7.1325  ,  4715
0.99,0.88,0.97,0.94,0.96,0.96,0.96,0.77,0.84,0.73,0.29,0.21  ,  0.2697,-1.2303,-1.2303,-1.2303,-1.2303,-1.2303  ,  326
0.78,0.84,0.82,0.82,0.79,0.73,0.78,0.94,0.85,0.94,0.23,0.19  ,  -3.0909,-4.5909,-4.5909,-4.5909,-4.5909,-4.5909  ,  3083
0.28,0.99,0.76,0.34,0.63,0.57,0.33,0.8,0.02,0.89,0.29,0.16  ,  -0.7001,-1.2001,-1.2001,0.2999,0.7999,-1.2001  ,  285
0.71,0.74,0.65,0.56,0.18,0.29,0.25,0.41,0.7,0.96,0.29,0.23  ,  -0.7452,-0.9283,-0.8353,0.2548,-0.3907,-1.2452  ,  346
0.79,0.76,0.97,0.96,0.71,0.89,0.94,0.94,0.79,0.98,0.2,0.17  ,  -2.2005,-1.2005,-2.7005,-2.7005,-2.7005,-2.7005  ,  1845
0.53,0.44,0.46,0.3,0.87,0.95,0.31,0.94,0.83,0.02,0.07,0.13  ,  -2.7143,-2.2587,-1.7143,-3.2143,-3.2143,-2.2773  ,  2235
0.11,0.37,0.28,0.19,0.79,0.3,0.91,0.97,0.54,0.82,0.02,0.16  ,  -1.2433,-0.9047,-0.2433,-0.7223,-1.7433,-1.0574  ,  947
0.36,0.24,0.83,0.92,0.92,0.7,0.62,0.07,0.12,0.12,0.11,0.07  ,  -5.322,-4.8949,-5.0323,-5.822,-4.9318,-4.322  ,  3680
0.76,0.79,0.99,0.98,0.95,0.84,0.77,0.76,0.8,0.78,0.26,0.17  ,  -0.5725,-2.0725,-2.0725,-2.0725,-2.0725,-2.0725  ,  1287
0.3,0.36,0.86,0.9,0.03,0.78,0.66,0.91,0.52,0.96,0.02,0.17  ,  -0.9008,0.0992,-1.4008,-0.6126,-1.4008,-1.4008  ,  547
0.6,0.2,0.72,0.73,0.37,0.27,0.81,0.06,0.92,0.7,0.17,0.14  ,  -2.0342,-1.6566,-1.8633,-1.0342,-1.7145,-2.5342  ,  1707
0.82,0.8,0.98,0.85,0.84,0.7,0.95,0.9,0.82,0.94,0.26,0.08  ,  -0.5156,-2.0156,-2.0156,-2.0156,-2.0156,-2.0156  ,  1231
0.72,0.89,0.89,0.92,0.77,0.74,0.82,0.83,0.92,0.79,0.13,0.03  ,  -3.2405,-1.7405,-3.7405,-2.2405,-2.8026,-3.7405  ,  2588
0.77,0.81,0.88,0.88,0.75,0.94,0.88,0.91,0.82,0.98,0.18,0.09  ,  -3.1173,-2.1173,-3.6173,-3.6173,-3.6173,-3.6173  ,  2509
0.8,0.91,0.94,0.94,0.8,0.92,0.72,0.7,0.88,0.93,0.08,0.04  ,  -0.5465,-0.1155,-1.0465,-0.1182,0.4535,-0.1665  ,  68
0.76,0.8,0.53,0.23,0.89,0.02,0.97,0.9,0.36,0.25,0.18,0.23  ,  -3.0259,-3.5259,-2.612,-3.5259,-3.5259,-2.0259  ,  2449
0.71,0.91,0.94,0.9,0.82,0.99,0.92,0.74,0.88,0.86,0.22,0.04  ,  -0.929,0.071,-1.429,-1.429,-1.429,-1.429  ,  582
0.7,0.97,0.82,0.81,0.86,0.72,0.72,0.87,0.93,0.83,0.12,0.25  ,  -1.8328,-2.3328,-2.3328,-0.8328,-2.3328,-2.3328  ,  1531
0.4,0.73,0.51,0.13,0.93,0.44,0.83,0.81,0.98,0.22,0.15,0.19  ,  -2.9186,-2.6697,-1.9186,-3.4186,-2.8476,-3.4186  ,  2377
0.87,0.53,0.9,0.1,0.8,0.6,0.68,0.02,0.09,0.67,0.2,0.17  ,  -1.899,-2.399,-2.399,-0.899,-1.1314,-0.399  ,  1590
0.97,0.75,0.53,0.42,0.51,0.29,0.31,0.37,0.39,0.77,0.26,0.05  ,  -1.1916,-1.6916,-0.9253,-0.8923,-0.1916,-0.6307  ,  890
0.71,0.28,0.59,0.48,0.89,0.09,0.9,0.58,0.74,0.82,0.09,0.15  ,  -2.5248,-1.9318,-1.5248,-1.9378,-2.2024,-2.2837  ,  2097
0.41,0.65,0.51,0.14,0.49,0.37,0.15,0.63,0.32,0.71,0.02,0.28  ,  -0.7967,-0.6279,0.7033,0.2033,-0.5913,-0.6555  ,  414
0.97,0.47,0.96,0.17,0.22,0.91,0.12,0.54,0.21,0.89,0.23,0.04  ,  -0.5181,-1.0181,-1.0181,-0.0886,0.4819,-0.0832  ,  26
0.44,0.89,0.93,0.54,0.23,0.16,0.03,0.15,0.09,0.23,0.25,0.18  ,  -3.4472,-3.9472,-3.9472,-3.1332,-2.4472,-3.0099  ,  2716
0.65,0.56,0.22,0.95,0.41,0.43,0.9,0.17,0.1,0.84,0.02,0.15  ,  -2.2166,-1.6608,-2.7166,-1.2166,-0.7166,-1.83  ,  1858
0.78,0.74,0.98,0.92,0.77,0.77,0.8,0.76,0.75,0.71,0.3,0.05  ,  -1.1735,-2.6735,-2.6735,-2.6735,-2.6735,-2.6735  ,  1823
0.81,0.27,0.12,0.44,0.06,0.73,0.72,0.6,0.55,0.5,0.01,0.23  ,  -3.3298,-1.8298,-2.8568,-3.0362,-2.7518,-2.3298  ,  2644
0.71,0.84,0.95,0.9,0.89,0.92,0.81,0.88,0.92,0.75,0.22,0.01  ,  -0.8849,0.1151,-1.3849,-1.3849,-1.3849,-1.3849  ,  527
0.73,0.08,0.27,1.0,0.94,0.63,0.03,0.89,0.02,0.44,0.16,0.14  ,  -4.3017,-3.9067,-4.8017,-4.8017,-4.8017,-3.3017  ,  3194
0.9,0.77,0.78,0.95,0.74,0.86,0.94,0.77,0.95,0.9,0.24,0.05  ,  -2.3593,-2.8593,-2.8593,-1.3593,-2.8593,-2.8593  ,  1971
0.34,0.63,0.52,0.45,0.74,0.28,0.4,0.63,0.31,0.74,0.02,0.28  ,  -1.4727,-1.1992,-0.4727,0.0273,-1.2037,-1.9727  ,  1188
0.28,0.53,0.14,0.44,0.77,0.6,0.36,0.62,0.43,0.71,0.24,0.27  ,  -2.1116,-1.8732,-1.1116,-2.6116,-2.0325,-2.1618  ,  1772
0.54,0.39,0.05,0.19,0.25,0.43,0.74,0.36,0.87,0.2,0.16,0.01  ,  -2.415,-2.2582,-1.415,-1.9879,-2.3155,-2.915  ,  2014
0.07,0.4,0.63,0.05,0.49,0.9,0.36,0.04,0.01,0.32,0.05,0.08  ,  -5.9968,-5.5166,-5.4908,-5.6426,-5.4617,-4.9968  ,  3963
0.74,0.86,0.94,0.87,0.87,0.86,0.94,0.85,0.91,0.82,0.15,0.24  ,  -0.0578,-1.5578,-1.5578,-1.5578,-1.5578,-1.5578  ,  737
0.74,0.81,0.94,0.86,0.94,0.89,0.8,0.72,0.8,0.72,0.19,0.03  ,  -0.6586,0.3414,-1.1586,-1.1586,0.3414,0.3414  ,  228
0.9,0.41,0.34,0.74,0.47,0.8,0.11,0.49,0.38,0.05,0.14,0.23  ,  -2.3786,-2.8786,-2.3418,-2.8786,-2.1471,-1.3786  ,  1986
0.19,0.25,0.03,0.31,0.68,0.24,0.75,0.25,0.06,0.19,0.21,0.28  ,  -2.046,-1.7002,-1.7068,-1.7878,-1.8265,-1.046  ,  1717
0.84,0.72,0.73,0.89,0.8,0.95,0.8,0.98,0.87,0.82,0.26,0.16  ,  -1.0709,-2.5709,-2.5709,-2.5709,-2.5709,-2.5709  ,  1738
0.92,0.85,0.79,0.98,0.82,0.8,0.72,0.78,0.87,0.71,0.3,0.15  ,  -2.4241,-3.9241,-3.9241,-3.9241,-3.9241,-3.9241  ,  2702
0.83,0.94,0.9,0.74,0.97,0.95,0.94,0.76,0.75,0.86,0.3,0.21  ,  -0.0063,-1.5063,-1.5063,-1.5063,-1.5063,-1.5063  ,  676
0.06,0.2,0.24,0.32,0.47,0.26,0.44,0.04,0.03,0.71,0.25,0.25  ,  -2.34,-1.34,-2.0647,-2.1757,-1.9993,-2.0956  ,  1956
0.12,0.3,0.27,0.78,0.72,0.63,0.97,0.81,0.87,0.14,0.24,0.14  ,  -1.0383,-0.0383,-0.7612,-1.0318,-1.5383,-1.5383  ,  714
0.89,0.7,0.81,0.7,0.87,0.76,0.79,0.82,0.94,1.0,0.1,0.29  ,  -6.1228,-5.6027,-5.1228,-6.6228,-6.6228,-6.6228  ,  4013
0.33,0.11,0.35,0.17,0.27,0.63,0.61,0.74,0.5,0.26,0.03,0.03  ,  -1.2792,-0.2792,-0.8542,-0.7996,-0.8557,-0.8146  ,  986
0.75,0.75,0.75,0.89,0.9,0.93,0.87,0.73,0.87,0.81,0.19,0.24  ,  -3.0562,-2.0562,-3.5562,-3.5562,-3.5562,-3.5562  ,  2469
0.93,0.83,0.85,0.95,0.19,0.74,0.22,0.02,0.09,0.58,0.04,0.19  ,  -2.2753,-2.7753,-2.7753,-2.2256,-1.2753,-2.1647  ,  1905
0.77,0.81,0.89,0.99,0.71,0.88,0.95,0.96,0.88,0.81,0.01,0.09  ,  -0.9177,0.0823,-1.4177,-0.4657,-1.4177,-0.3412  ,  568
0.24,0.93,0.3,0.83,0.34,0.29,0.26,0.99,0.31,0.85,0.22,0.11  ,  -3.6319,-4.1319,-3.1034,-2.6319,-4.1319,-3.1214  ,  2826
0.74,0.99,0.87,0.99,0.96,0.97,0.92,0.72,0.99,0.93,0.2,0.26  ,  -2.2137,-3.7137,-3.7137,-3.7137,-3.7137,-3.7137  ,  2571
0.84,0.76,0.82,0.73,0.98,0.94,0.89,0.93,0.93,0.9,0.01,0.26  ,  -1.8062,-2.3062,-0.8062,-2.3062,-2.3062,-2.3062  ,  1507
0.88,0.37,0.4,0.91,0.83,0.35,0.38,0.98,0.54,1.0,0.12,0.01  ,  -1.551,-1.066,-0.051,-0.551,-0.051,-2.051  ,  1266
0.64,0.82,0.49,0.17,0.99,0.72,0.63,0.67,0.18,0.23,0.08,0.17  ,  -7.9639,-7.7708,-7.3895,-8.4639,-7.7183,-6.9639  ,  4662
