rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
0.05,1196,3820,-325.6974000000001,2598103,679,2154.79,0.046325698494911194,0.0001,637025
0.05,1200,3837,-324.82099999999997,2606505,679,2154.8,0.024235224351286888,0.0001,639126
0.05,1204,3854,-324.7172,2614995,678,2155.39,0.02266034483909607,0.0001,641248
0.05,1208,3871,-324.42060000000004,2623577,677,2155.88,0.03603785112500191,0.0001,643394
0.05,1212,3888,-324.5641,2632041,676,2154.54,0.019113963469862938,0.0001,645510
0.05,1216,3905,-324.20249999999993,2640563,676,2152.59,0.031760770827531815,0.0001,647640
0.05,1220,3922,-323.9341,2649166,675,2152.59,0.034794095903635025,0.0001,649791
0.05,1224,3939,-323.6689,2657797,674,2153.55,0.023163948208093643,0.0001,651949
0.05,1228,3956,-324.23330000000004,2666435,673,2154.71,0.03420126438140869,0.0001,654108
0.05,1232,3973,-323.4563,2674921,673,2152.88,0.017746800556778908,0.0001,656230
0.05,1236,3991,-322.55480000000006,2683537,672,2150.64,0.02065730094909668,0.0001,658384
0.05,1240,4009,-321.5815,2692225,671,2151.25,0.01575303263962269,0.0001,660556
0.05,1244,4026,-321.1034,2700742,670,2149.27,0.01956719532608986,0.0001,662685
0.05,1248,4043,-320.32800000000003,2709318,669,2147.94,0.021628854796290398,0.0001,664829
0.05,1252,4060,-320.20270000000005,2717887,669,2146.86,0.045250095427036285,0.0001,666971
0.05,1256,4078,-320.00530000000003,2726626,668,2147.73,0.03509536385536194,0.0001,669156
0.05,1260,4095,-319.9771,2735215,667,2147.59,0.03441549092531204,0.0001,671303
0.05,1264,4113,-320.32570000000004,2743732,666,2148.23,0.04282476380467415,0.0001,673432
0.05,1268,4130,-319.6181,2752332,666,2147.18,0.025947853922843933,0.0001,675582
0.05,1272,4148,-319.6707,2760983,665,2146.8,0.04402456432580948,0.0001,677745
0.05,1276,4166,-320.0419,2769632,664,2146.33,0.042382918298244476,0.0001,679907
0.05,1280,4182,-320.82460000000003,2778216,664,2145.86,0.02945156767964363,0.0001,682053
0.05,1284,4201,-321.1762999999999,2786637,663,2145.13,0.05014891177415848,0.0001,684159
0.05,1288,4218,-320.188,2795231,662,2142.97,0.019617225974798203,0.0001,686307
0.05,1292,4236,-321.48990000000003,2803899,661,2143.89,0.05734564736485481,0.0001,688474
0.05,1296,4253,-322.2119,2812431,661,2143.28,0.04288351163268089,0.0001,690607
0.05,1300,4270,-323.2616,2821025,660,2145.2,0.0454740934073925,0.0001,692756
0.05,1304,4288,-323.9875,2829681,659,2146.86,0.02167457342147827,0.0001,694920
0.05,1308,4304,-323.957,2838158,659,2145.81,0.018964776769280434,0.0001,697039
0.05,1312,4321,-323.8828,2846761,658,2147.2,0.043333638459444046,0.0001,699190
0.05,1316,4338,-323.6521,2855221,658,2146.58,0.06245661526918411,0.0001,701305
0.05,1320,4355,-323.1547,2863673,657,2145.07,0.05099458247423172,0.0001,703418
0.05,1324,4374,-323.97999999999996,2872434,656,2146.37,0.03541111573576927,0.0001,705608
0.05,1328,4391,-324.2273,2881129,656,2146.94,0.012256965972483158,0.0001,707782
0.05,1332,4408,-324.65160000000003,2889755,655,2148.34,0.0537400096654892,0.0001,709938
0.05,1336,4426,-325.6805,2898252,654,2147.15,0.03786025196313858,0.0001,712062
0.05,1340,4443,-325.4703,2907004,654,2147.79,0.0461871363222599,0.0001,714250
0.05,1344,4461,-325.4349,2915680,653,2149.38,0.03487299382686615,0.0001,716419
0.05,1348,4478,-325.9651,2924279,652,2149.61,0.03280848264694214,0.0001,718569
0.05,1352,4499,-327.1065,2932981,651,2150.94,0.049369316548109055,0.0001,720745
0.05,1356,4515,-326.021,2941473,651,2148.47,0.034239646047353745,0.0001,722868
0.05,1360,4532,-325.27959999999996,2949990,650,2147.75,0.02524689771234989,0.0001,724997
0.05,1364,4549,-325.0886,2958504,650,2147.72,0.03083222731947899,0.0001,727125
0.05,1368,4566,-325.722,2967184,649,2148.52,0.03321531414985657,0.0001,729295
0.05,1372,4583,-325.1621,2975716,649,2147.33,0.026156524196267128,0.0001,731428
0.05,1376,4600,-325.2382,2984347,648,2147.15,0.02185031771659851,0.0001,733586
0.05,1380,4616,-324.5439,2992845,648,2146.29,0.026617849245667458,0.0001,735711
