150000,1,1,0.16,0.3
150001,1,1,0.11,0.3
150002,1,1,0.12,0.1
150003,1,1,0.12,0.3
150004,1,1,0.36,0.3
150005,1,1,0.12,0.3
150006,1,1,0.46,0.3
150007,1,1,0.17,0.3
150008,1,1,0.11,0.3
150009,1,1,0.11,0.3
150010,7,2,0.27,0.5
150011,7,2,0.29,0.3
150012,7,2,0.41,0.5
150013,7,2,0.35,0.4
150014,7,2,0.35,0.4
150015,7,2,0.39,0.4
150016,7,2,0.27,0.2
150017,7,2,0.25,0.3
150018,7,2,0.29,0.5
150019,7,2,0.32,0.5
150020,7,2,0.26,0.5
150021,7,2,0.11,0.5
150022,7,2,0.29,0.5
150023,7,2,0.3,0.3
150024,7,2,0.31,0.4
150025,7,2,0.25,0.3
150026,7,2,0.28,0.3
150027,7,2,0.32,0.5
150028,7,2,0.27,0.5
150029,7,2,0.29,0.5
150030,7,2,0.28,0.3
150031,7,2,0.29,0.5
150032,7,2,0.3,0.5
150033,7,2,0.28,0.5
150034,7,2,0.33,0.4
150035,7,2,0.31,0.5
150036,7,2,0.3,0.5
150037,7,2,0.36,0.4
150038,7,2,0.1,0.4
150039,7,2,0.29,0.3
150040,7,2,0.29,0.2
150041,7,2,0.31,0.3
150042,7,2,0.29,0.5
150043,7,2,0.33,0.4
150044,7,2,0.37,0.5
150045,7,2,0.26,0.5
150046,7,2,0.31,0.3
150047,7,2,0.36,0.4
150048,7,2,0.31,0.3
150049,7,2,0.31,0.5
150050,7,2,0.29,0.4
150051,7,2,0.3,0.5
150052,7,2,0.31,0.5
150053,7,2,0.29,0.4
150054,7,2,0.11,0.4
150055,7,2,0.31,0.5
150056,7,2,0.29,0.5
150057,7,2,0.27,0.3
150058,7,2,0.32,0.4
150059,7,2,0.31,0.4
150060,7,2,0.33,0.4
150061,7,2,0.13,0.4
150062,7,2,0.25,0.3
150063,7,2,0.3,0.5
150064,7,2,0.34,0.4
150065,7,2,0.33,0.5
150066,14,1,0.16,0.4
150067,14,1,0.17,0.5
150068,14,1,0.42,0.2
150069,14,1,0.48,0.5
150070,14,1,0.17,0.4
150071,14,1,0.15,0.4
150072,14,1,0.18,0.5
150073,14,1,0.13,0.4
150074,14,1,0.14,0.3
150075,14,1,0.11,0.4
150076,14,1,0.1,0.4
150077,14,1,0.1,0.4
150078,14,1,0.13,0.5
150079,14,1,0.1,0.4
150080,14,1,0.21,0.5
150081,14,1,0.11,0.2
150082,14,1,0.15,0.4
150083,14,1,0.11,0.2
150084,14,1,0.31,0.5
150085,14,1,0.18,0.5
150086,14,1,0.27,0.3
150087,14,1,0.42,0.3
