100000,1,1,0.21,0.3
100001,1,1,0.22,0.1
100002,1,1,0.13,0.1
100003,1,1,0.19,0.3
100004,1,1,0.2,0.3
100005,1,1,0.34,0.2
100006,1,1,0.15,0.1
100007,1,1,0.23,0.1
100008,1,1,0.21,0.1
100009,1,1,0.15,0.1
100010,1,1,0.16,0.1
100011,1,1,0.25,0.1
100012,1,1,0.35,0.3
100013,1,1,0.21,0.1
100014,1,1,0.22,0.1
100015,1,1,0.17,0.1
100016,1,1,0.35,0.3
100017,1,1,0.31,0.2
100018,1,1,0.2,0.1
100019,1,1,0.18,0.3
100020,1,1,0.16,0.3
100021,1,1,0.19,0.1
100022,1,1,0.25,0.1
100023,1,1,0.16,0.3
100024,1,1,0.21,0.2
100025,1,1,0.14,0.1
100026,1,1,0.18,0.1
100027,1,1,0.22,0.1
100028,1,1,0.18,0.3
100029,1,1,0.24,0.1
100030,1,1,0.17,0.3
100031,1,1,0.19,0.3
100032,1,1,0.26,0.1
100033,1,1,0.23,0.3
100034,1,1,0.18,0.2
100035,1,1,0.18,0.1
100036,1,1,0.21,0.1
100037,1,1,0.15,0.1
100038,1,1,0.17,0.1
100039,1,1,0.28,0.3
100040,1,1,0.17,0.1
100041,1,1,0.15,0.1
100042,1,1,0.22,0.1
100043,1,1,0.16,0.3
100044,1,1,0.18,0.3
100045,1,1,0.14,0.1
100046,1,1,0.15,0.1
100047,1,1,0.16,0.1
100048,1,1,0.17,0.3
100049,1,1,0.27,0.3
100050,1,1,0.34,0.4
100051,1,1,0.16,0.2
100052,1,1,0.18,0.3
100053,1,1,0.15,0.1
100054,1,1,0.18,0.3
100055,1,1,0.17,0.3
100056,1,1,0.14,0.1
100057,1,1,0.18,0.1
100058,1,1,0.3,0.2
100059,1,1,0.14,0.1
100060,1,1,0.18,0.3
100061,1,1,0.15,0.3
100062,1,1,0.15,0.1
100063,1,1,0.2,0.1
100064,1,1,0.27,0.1
100065,1,1,0.16,0.1
