rollout/ep_len_mean,time/total_timesteps,time/episodes,time/time_elapsed,time/fps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates,train/learning_rate
2313.25,9253,4,2,3612,0.9706988333333332,-902.2175,,,
2303.25,18426,8,4,3864,0.9416510000000002,-886.4087499999999,,,
2316.4166666666665,27797,12,7,3949,0.9119761666666671,-891.0241666666666,,,
2314.3125,37029,16,9,3989,0.8827415000000001,-890.835,,,
2311.6,46232,20,11,4028,0.8535986666666665,-892.9955,,,
2304.5,55308,24,17,3114,0.8248579999999999,-889.3283333333334,0.020790569484233856,1326,0.0001
2299.285714285714,64380,28,26,2428,0.7961299999999997,-883.3214285714287,0.012031844817101955,3594,0.0001
2291.78125,73337,32,35,2078,0.7677661666666664,-874.9115625000001,0.019441772252321243,5834,0.0001
2282.0833333333335,82155,36,44,1863,0.7398425000000002,-867.2230555555557,0.015456631779670715,8038,0.0001
2277.075,91083,40,53,1710,0.7115705000000003,-858.5692500000001,0.01778123527765274,10270,0.0001
2274.3863636363635,100073,44,62,1597,0.6831021666666672,-852.5729545454546,0.015550731681287289,12518,0.0001
2274.8125,109191,48,72,1504,0.6542284999999999,-847.0339583333333,0.011065158061683178,14797,0.0001
2272.9423076923076,118193,52,82,1437,0.6257221666666667,-841.0861538461538,0.009867260232567787,17048,0.0001
2270.785714285714,127164,56,91,1385,0.5973140000000002,-834.4641071428572,0.019069669768214226,19290,0.0001
2266.8,136008,60,101,1341,0.5693079999999997,-826.1865,0.012542054988443851,21501,0.0001
2263.515625,144865,64,110,1305,0.5412608333333329,-817.72015625,0.015537949278950691,23716,0.0001
2259.8676470588234,153671,68,120,1276,0.5133751666666667,-809.3648529411764,0.01916871964931488,25917,0.0001
2258.1944444444443,162590,72,130,1250,0.4851316666666666,-802.8695833333334,0.015689577907323837,28147,0.0001
2254.157894736842,171316,76,139,1228,0.45749933333333326,-794.9155263157895,0.01618172787129879,30328,0.0001
2252.1875,180175,80,149,1208,0.4294458333333334,-787.61075,0.015560032799839973,32543,0.0001
2250.059523809524,189005,84,158,1191,0.4014841666666671,-780.4605952380953,0.020119884982705116,34751,0.0001
2249.840909090909,197986,88,168,1174,0.37304433333333376,-773.3680681818182,0.010061569511890411,36996,0.0001
2248.521739130435,206864,92,178,1159,0.3449306666666663,-767.3707608695652,0.018284570425748825,39215,0.0001
2247.46875,215757,96,188,1145,0.3167695000000005,-760.4759374999999,0.01108716893941164,41439,0.0001
2246.33,224633,100,198,1133,0.2886621666666672,-754.2402999999998,0.029891591519117355,43658,0.0001
2242.2,233473,104,208,1121,0.260668833333334,-742.8856999999998,0.0248267725110054,45868,0.0001
2237.88,242214,108,218,1110,0.23298900000000022,-731.6189999999999,0.011865397915244102,48053,0.0001
2232.87,251084,112,228,1100,0.2049006666666665,-719.2951,0.016005586832761765,50270,0.0001
2230.77,260106,116,238,1090,0.17633099999999957,-707.1689000000001,0.02044757269322872,52526,0.0001
2226.17,268849,120,248,1081,0.14864483333333367,-692.7423999999999,0.01708707958459854,54712,0.0001
2223.05,277613,124,258,1072,0.12089216666666702,-679.561,0.015963628888130188,56903,0.0001
2219.52,286332,128,269,1064,0.09328200000000031,-666.8587,0.026113541796803474,59082,0.0001
2217.48,295085,132,279,1055,0.06556416666666665,-654.8539999999999,0.015955569222569466,61271,0.0001
2218.64,304019,136,289,1048,0.05,-644.3697,0.023094147443771362,63504,0.0001
2216.36,312719,140,300,1041,0.05,-633.4495,0.01727401837706566,65679,0.0001
2214.36,321509,144,310,1035,0.05,-621.543,0.022719988599419594,67877,0.0001
2211.16,330307,148,321,1027,0.05,-610.2737000000001,0.01828743889927864,70076,0.0001
2210.49,339242,152,332,1020,0.05,-599.0337000000001,0.01663997769355774,72310,0.0001
2208.88,348052,156,343,1013,0.05,-588.4771000000001,0.020304691046476364,74512,0.0001
2206.94,356702,160,354,1007,0.05,-578.9372999999999,0.02426917664706707,76675,0.0001
2207.29,365594,164,365,1000,0.05,-572.3979,0.018346386030316353,78898,0.0001
2207.25,374396,168,377,992,0.05,-564.3345,0.02459881640970707,81098,0.0001
2206.52,383242,172,388,986,0.05,-556.1456000000001,0.021597664803266525,83310,0.0001
2208.27,392143,176,399,981,0.05,-549.8693999999999,0.021739359945058823,85535,0.0001
2207.75,400950,180,411,975,0.05,-542.214,0.03531302139163017,87737,0.0001
2206.2,409625,184,422,969,0.05,-535.5129000000001,0.031937677413225174,89906,0.0001
2203.81,418367,188,433,964,0.05,-528.8749000000001,0.023539645597338676,92091,0.0001
2203.08,427172,192,444,960,0.05,-521.4633000000001,0.024178441613912582,94292,0.0001
2202.48,436005,196,455,956,0.05,-517.1655999999999,0.01881694793701172,96501,0.0001
2202.91,444924,200,466,953,0.05,-512.3636,0.021069973707199097,98730,0.0001
2200.43,453516,204,477,949,0.05,-505.91170000000005,0.03507710248231888,100878,0.0001
2199.06,462120,208,488,946,0.05,-499.8569,0.021167730912566185,103029,0.0001
2196.26,470710,212,498,943,0.05,-493.57480000000004,0.0222326647490263,105177,0.0001
2194.0,479506,216,510,940,0.05,-488.68550000000005,0.026899080723524094,107376,0.0001
2193.73,488222,220,521,936,0.05,-484.67979999999994,0.02982066199183464,109555,0.0001
2192.3,496843,224,531,933,0.05,-480.33060000000006,0.013208337128162384,111710,0.0001
2191.33,505465,228,542,931,0.05,-476.5651000000001,0.02571316994726658,113866,0.0001
2190.32,514117,232,552,929,0.05,-473.4759,0.01964104175567627,116029,0.0001
