rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/episodes,time/fps,train/learning_rate,train/n_updates,train/loss
-320.1771,3785,2577178,0.05,2152.44,1188,680,0.0001,631794,0.03848655894398689
-319.5025,3801,2585693,0.05,2150.81,1192,680,0.0001,633923,0.025868093594908714
-318.1697,3819,2594238,0.05,2149.36,1196,679,0.0001,636059,0.042983151972293854
-318.6589,3835,2602885,0.05,2149.49,1200,678,0.0001,638221,0.019460614770650864
-318.9385,3853,2611636,0.05,2151.34,1204,677,0.0001,640408,0.042092613875865936
-317.8583999999999,3871,2620258,0.05,2150.77,1208,676,0.0001,642564,0.03299052640795708
-317.6838,3887,2628856,0.05,2150.91,1212,676,0.0001,644713,0.014853395521640778
-317.2988,3905,2637381,0.05,2150.43,1216,675,0.0001,646845,0.041796017438173294
-316.7887,3922,2645946,0.05,2148.41,1220,674,0.0001,648986,0.04409455880522728
-317.2352,3939,2654672,0.05,2150.32,1224,673,0.0001,651167,0.04248091205954552
-316.84960000000007,3956,2663194,0.05,2149.93,1228,673,0.0001,653298,0.0456399992108345
-316.31179999999995,3972,2671623,0.05,2148.33,1232,672,0.0001,655405,0.025339415296912193
-315.7924,3991,2680129,0.05,2146.22,1236,671,0.0001,657532,0.0207700002938509
-315.3451,4008,2688766,0.05,2146.96,1240,670,0.0001,659691,0.039935402572155
-314.90160000000003,4026,2697355,0.05,2146.56,1244,669,0.0001,661838,0.02611095830798149
-314.6062,4043,2705760,0.05,2143.31,1248,669,0.0001,663939,0.048263680189847946
-315.6459,4060,2714396,0.05,2144.85,1252,668,0.0001,666098,0.01391058973968029
-315.3542,4077,2723073,0.05,2145.5,1256,667,0.0001,668268,0.02001229114830494
-314.7947,4094,2731596,0.05,2144.72,1260,667,0.0001,670398,0.01731289178133011
-313.7134,4113,2740224,0.05,2145.13,1264,666,0.0001,672555,0.029401171952486038
-312.8922,4130,2748873,0.05,2144.39,1268,665,0.0001,674718,0.026902349665760994
-312.77389999999997,4148,2757362,0.05,2143.5,1272,664,0.0001,676840,0.02758789248764515
-313.1386,4165,2765927,0.05,2143.72,1276,664,0.0001,678981,0.020433321595191956
-313.6764,4182,2774593,0.05,2145.49,1280,663,0.0001,681148,0.4101088345050812
-312.6212,4201,2783199,0.05,2145.13,1284,662,0.0001,683299,0.023678326979279518
-312.7267,4218,2791780,0.05,2146.02,1288,661,0.0001,685444,0.029258720576763153
-313.1394,4236,2800523,0.05,2148.3,1292,661,0.0001,687630,0.024807199835777283
-313.1905,4253,2809118,0.05,2148.8,1296,660,0.0001,689779,0.04195103794336319
-312.97880000000004,4270,2817824,0.05,2149.39,1300,659,0.0001,691955,0.033126555383205414
-312.99100000000004,4288,2826389,0.05,2147.53,1304,659,0.0001,694097,0.03265554830431938
-313.7083,4305,2835086,0.05,2148.28,1308,658,0.0001,696271,0.0436241514980793
-313.0235,4322,2843505,0.05,2146.49,1312,657,0.0001,698376,0.433269739151001
-313.0546999999999,4339,2852075,0.05,2146.94,1316,657,0.0001,700518,0.05082409456372261
-313.40099999999995,4356,2860612,0.05,2146.66,1320,656,0.0001,702652,0.04496593773365021
-313.07050000000004,4375,2869387,0.05,2147.15,1324,655,0.0001,704846,0.04159356281161308
-313.9942,4392,2877948,0.05,2147.54,1328,655,0.0001,706986,0.03707008436322212
-314.5301,4409,2886447,0.05,2148.24,1332,654,0.0001,709111,0.037150874733924866
-315.2475,4427,2895140,0.05,2150.11,1336,653,0.0001,711284,0.023690631613135338
-315.46549999999996,4444,2903757,0.05,2149.91,1340,653,0.0001,713439,0.04944774881005287
-315.6261,4462,2912325,0.05,2149.7,1344,652,0.0001,715581,0.024065792560577393
-315.7132,4478,2920836,0.05,2150.76,1348,652,0.0001,717708,0.03964567184448242
-314.8982,4499,2929396,0.05,2150.0,1352,651,0.0001,719848,0.026133403182029724
-315.3629,4515,2938054,0.05,2149.81,1356,650,0.0001,722013,0.03920488432049751
-315.8537,4532,2946616,0.05,2150.2,1360,650,0.0001,724153,0.025158539414405823
-316.38590000000005,4550,2955287,0.05,2150.63,1364,649,0.0001,726321,0.047524843364953995
-316.37350000000004,4566,2963813,0.05,2149.4,1368,648,0.0001,728453,0.07313387095928192
-316.4906,4584,2972385,0.05,2150.23,1372,648,0.0001,730596,0.019932784140110016
-315.913,4601,2980962,0.05,2150.35,1376,647,0.0001,732740,0.030875947326421738
-315.7331,4618,2989626,0.05,2150.33,1380,647,0.0001,734906,0.05497307330369949
-315.2693,4635,2998168,0.05,2149.69,1384,646,0.0001,737041,0.037356745451688766
